Time,Target,Pressure,PWM
2.461,35.0,34.81,255
2.482,35.0,34.74,255
2.502,35.0,34.84,255
2.522,35.0,34.84,255
2.542,35.0,34.82,255
2.562,35.0,34.94,255
2.583,35.0,34.92,255
2.603,35.0,34.98,255
2.623,35.0,34.93,255
2.643,35.0,35.02,254
2.663,35.0,35.03,253
2.684,35.0,35.03,253
2.704,35.0,35.04,252
2.724,35.0,35.06,251
2.744,35.0,35.16,246
2.764,35.0,35.14,246
2.784,35.0,35.14,245
2.804,35.0,35.14,242
2.825,35.0,35.11,240
2.845,35.0,35.07,239
2.865,35.0,35.05,238
2.885,35.0,35.05,238
2.905,35.0,34.99,239
2.925,35.0,34.90,242
2.946,35.0,34.88,244
2.966,35.0,34.81,248
2.986,35.0,34.78,252
3.006,35.0,34.76,255
3.026,35.0,34.74,255
3.046,35.0,34.76,255
3.066,35.0,34.74,255
3.087,35.0,34.78,255
3.107,35.0,34.85,255
3.127,35.0,34.76,255
3.147,35.0,34.89,255
3.167,35.0,34.86,255
3.187,35.0,34.93,255
3.207,35.0,34.99,255
3.227,35.0,34.91,255
3.248,35.0,35.03,255
3.268,35.0,34.98,254
3.288,35.0,35.03,255
3.308,35.0,35.01,254
3.328,35.0,35.10,254
3.348,35.0,35.10,251
3.368,35.0,35.08,250
3.388,35.0,35.08,248
3.409,35.0,35.12,246
3.429,35.0,35.12,244
3.449,35.0,35.12,242
3.469,35.0,35.12,240
3.489,35.0,35.11,239
3.510,35.0,35.04,239
3.530,35.0,35.01,239
3.550,35.0,34.94,241
3.570,35.0,34.88,244
3.590,35.0,34.91,245
3.610,35.0,34.86,248
3.631,35.0,34.85,250
3.651,35.0,34.83,254
3.671,35.0,34.83,255
3.691,35.0,34.75,255
3.711,35.0,34.79,255
3.731,35.0,34.76,255
3.751,35.0,34.86,255
3.772,35.0,34.80,255
3.792,35.0,34.90,255
3.812,35.0,34.91,255
3.832,35.0,34.91,255
3.853,35.0,34.94,255
3.873,35.0,34.91,255
3.893,35.0,34.94,255
3.913,35.0,35.06,253
3.933,35.0,34.99,254
3.954,35.0,35.07,251
3.974,35.0,35.04,251
3.994,35.0,35.13,248
4.014,35.0,35.09,247
4.034,35.0,35.04,247
4.054,35.0,35.08,245
4.074,35.0,35.09,244
4.095,35.0,35.09,242
4.115,35.0,35.08,241
4.135,35.0,35.06,240
4.155,35.0,35.02,240
4.175,35.0,35.00,241
4.195,35.0,34.98,241
4.216,35.0,34.91,242
4.236,35.0,34.88,244
4.256,35.0,34.79,246
4.276,35.0,34.79,251
4.296,35.0,34.79,254
4.317,35.0,34.79,255
4.337,35.0,34.74,255
4.357,35.0,34.69,255
4.377,35.0,34.78,255
4.397,35.0,34.83,255
4.417,35.0,34.81,255
4.438,35.0,34.91,255
4.458,35.0,34.83,255
4.478,35.0,34.86,255
4.498,35.0,34.94,255
4.518,35.0,34.94,255
4.539,35.0,35.03,254
4.559,35.0,34.95,255
4.579,35.0,35.02,254
4.599,35.0,34.98,255
4.619,35.0,35.04,253
4.639,35.0,35.08,251
4.659,35.0,35.10,251
4.679,35.0,35.08,249
4.699,35.0,35.06,248
4.719,35.0,35.06,248
4.739,35.0,35.01,247
4.760,35.0,35.06,247
4.780,35.0,35.07,246
4.800,35.0,35.02,244
4.820,35.0,35.02,245
4.841,35.0,35.06,243
4.861,35.0,35.01,244
4.881,35.0,35.02,243
4.901,35.0,34.96,245
4.921,35.0,34.93,247
4.941,35.0,34.86,250
4.962,35.0,34.86,252
4.982,35.0,34.86,254
