Kp_Neg,Ki_Neg,Rise_Time_s,Overshoot_kPa
-60.0,-800.0,-1,14.71
-60.0,-1200.0,-1,19.24
-60.0,-1600.0,-1,16.99
-60.0,-2000.0,-1,18.05
-80.0,-800.0,-1,21.33
-80.0,-1200.0,-1,15.28
-80.0,-1600.0,-1,16.84
-80.0,-2000.0,-1,21.18
-100.0,-800.0,-1,23.63
-100.0,-1200.0,-1,22.59
-100.0,-1600.0,-1,23.58
