Kp_Neg,Ki_Neg,Rise_Time_s,Overshoot_kPa
-60.0,-800.0,-1,11.69
-60.0,-1200.0,-1,11.46
-60.0,-1600.0,-1,13.99
-60.0,-2000.0,-1,10.42
-80.0,-800.0,-1,12.42
-80.0,-1200.0,-1,17.59
-80.0,-1600.0,-1,17.71
-80.0,-2000.0,-1,7.40
-100.0,-800.0,-1,7.94
-100.0,-1200.0,-1,5.86
-100.0,-1600.0,-1,6.31
-100.0,-2000.0,-1,6.47
-120.0,-800.0,-1,7.84
-120.0,-1200.0,-1,9.04
-120.0,-1600.0,-1,6.99
-120.0,-2000.0,-1,7.08
