Kp_Neg,Ki_Neg,Rise_Time_s,Overshoot_kPa
-60.0,-800.0,-1,2.34
-60.0,-1200.0,-1,8.61
-60.0,-1600.0,-1,6.02
-60.0,-2000.0,-1,6.98
-80.0,-800.0,2.7191414833068848,0.81
-80.0,-1200.0,1.6275098323822021,0.15
-80.0,-1600.0,-1,5.61
-80.0,-2000.0,-1,6.86
-100.0,-800.0,-1,8.76
-100.0,-1200.0,-1,7.83
-100.0,-1600.0,-1,6.74
-100.0,-2000.0,-1,6.52
-120.0,-800.0,-1,7.13
-120.0,-1200.0,-1,9.05
-120.0,-1600.0,-1,9.95
-120.0,-2000.0,-1,10.81
